,location_name,google_name,Location,Average User Rating,Total User Rating
5651,Resting Pulse Brewing Company,Resting Pulse Brewing Company,"{'lat': 32.6494354, 'lng': -85.38001369999999}",4,41
5652,Restless Moons Brewing,Restless Moons Brewing,"{'lat': 38.45199420000001, 'lng': -78.8707155}",4.7,104
5653,Restoration Brew Worx,Restoration Brew Worx,"{'lat': 40.2996025, 'lng': -83.0679397}",4.6,719
5654,Resurgence Brewing Company,Resurgence Brewing Company,"{'lat': 42.8697816, 'lng': -78.86847829999999}",4.6,112
5655,Resurgence Brewing Company Chicago Street,Resurgence Brewing Company,"{'lat': 42.8697816, 'lng': -78.86847829999999}",4.6,112
5656,Reuben's Brews,N/A,N/A,N/A,N/A
5657,Reuben's Brews Production Brewery,N/A,N/A,N/A,N/A
5658,Reuben's Brews Small Batch Brewery,Reuben's Brews - The Taproom,"{'lat': 47.66539789999999, 'lng': -122.3730986}",4.7,643
5659,Reuben's Brews The Taproom,N/A,N/A,N/A,N/A
5660,Reve Brewing,N/A,N/A,N/A,N/A
5661,Revelation Ale Works,Revelation Ale Works,"{'lat': 48.774489, 'lng': -96.9461244}",4.8,76
5662,Revelation Craft Brewing Co,Revelation Craft Brewing,"{'lat': 38.7152368, 'lng': -75.0984126}",4.7,212
5663,Revelry Brewing Co,Revelry Brewing Co,"{'lat': 32.807076, 'lng': -79.94501}",4.6,450
5664,Revere Brewery,Revere Brewery,"{'lat': 40.80381089999999, 'lng': -75.9491256}",5,16
5665,Reverie Brewing Company,Reverie Brewing Company,"{'lat': 41.4187865, 'lng': -73.2969447}",4.8,98
5666,Revision Brewing Company,Revision Brewing Company,"{'lat': 39.5310528, 'lng': -119.7659083}",4.8,265
5667,Revival Foodworks and Brewery,N/A,N/A,N/A,N/A
5668,Revolt Brewing Company,N/A,N/A,N/A,N/A
5669,Revolution Brewing,Revolution Brewing - Brewpub,"{'lat': 41.9236634, 'lng': -87.6980619}",4.6,3319
5670,Revolution Brewing Brewpub,N/A,N/A,N/A,N/A
5671,Revolver Brewing,Revolver Brewing BLDG 5 Tap Room,"{'lat': 32.7491896, 'lng': -97.0848903}",5,3
5672,Rhetoric Brewing Co,Rhetoric Brewing Company,"{'lat': 40.3725405, 'lng': -83.3468692}",4.8,16
5673,Rhetoric Brewing Company,Rhetoric Brewing Company,"{'lat': 40.3725405, 'lng': -83.3468692}",4.8,16
5674,Rhinegeist Brewery,Rhinegeist Brewery,"{'lat': 39.1172664, 'lng': -84.5201012}",4.6,1396
5675,Rhinegeist Innovation Brewery,N/A,N/A,N/A,N/A
5676,Rhombus Guys Brewing Co,Rhombus Guys Brewing Company,"{'lat': 47.9238389, 'lng': -97.02866159999999}",4.6,216
5677,Rhythm Brewing Co,N/A,N/A,N/A,N/A
5678,Rice and Barley Taphouse,N/A,N/A,N/A,N/A
5679,Richbrau,Richbrau Brewing,"{'lat': 37.5313948, 'lng': -77.42599589999999}",4.9,84
5680,Richter Aleworks,Richter Aleworks,"{'lat': 33.6695229, 'lng': -112.2398807}",4.6,94
5681,Rickety Cricket Brewing,N/A,N/A,N/A,N/A
5682,Ridge Runner Farms and Brewing Co,Ridge Runner Farms and Brewing Co.,"{'lat': 38.9341873, 'lng': -78.5314073}",4.8,47
5683,Ridgefield Craft Brewing Co,Ridgefield Craft Brewing Co. Taphouse,"{'lat': 45.815938, 'lng': -122.744757}",5,26
5684,Ridgewalker Brewing,Ridgewalker Brewing Company,"{'lat': 45.5211715, 'lng': -123.1129836}",4.4,301
5685,Riepstines Pub,Riepstine's Pub,"{'lat': 41.240191, 'lng': -77.05333209999999}",4.6,177
5686,Riff Raff Brewing,Riff Raff Brewing Company,"{'lat': 37.2689076, 'lng': -107.0073483}",4.4,672
5687,Riff Raff On the Rio,Riff Raff on the Rio,"{'lat': 37.2700288, 'lng': -106.9980879}",4.5,419
5688,Riggs Beer Company,Riggs Beer Company,"{'lat': 40.0926668, 'lng': -88.16356549999999}",4.8,287
5689,Right Around The Corner,N/A,N/A,N/A,N/A
5690,Right Bauer Brewing,Right Bauer Brewing,"{'lat': 43.1828511, 'lng': -89.2115121}",4.7,179
5691,Right Brain Brewery,N/A,N/A,N/A,N/A
5692,Right Mind Brewing,Right Mind Brewing,"{'lat': 37.2152887, 'lng': -80.4009636}",4.6,21
5693,Right Proper Brewing Company,Right Proper Brewing Company,"{'lat': 38.9154524, 'lng': -77.0213737}",4.4,568
5694,Riip Beer Company,Riip Beer Co,"{'lat': 33.7127739, 'lng': -118.063292}",4.9,222
5695,Riley's Brew Pub,Riley’s Brew Pub,"{'lat': 36.8450972, 'lng': -119.663381}",4.4,754
5696,Riley's Brewing Co,N/A,N/A,N/A,N/A
5697,Rincon Brewery,Rincon Brewery Ventura,"{'lat': 34.2741615, 'lng': -119.2385117}",4.4,178
5698,Rincon Brewery Ventura,Rincon Brewery Ventura,"{'lat': 34.2741615, 'lng': -119.2385117}",4.4,178
5699,Rio Bravo Brewing Company,Rio Bravo Brewing Company,"{'lat': 35.1033241, 'lng': -106.6450186}",4.3,329
5700,Rip Current Brewing,N/A,N/A,N/A,N/A
5701,Rip Current Brewing North Park,Rip Current Brewing North Park,"{'lat': 32.752359, 'lng': -117.1300201}",4.4,281
5702,Rip Rap Brewing Company,Rip Rap Brewing Co.,"{'lat': 36.870304, 'lng': -76.283132}",4.8,118
5703,Rip Van Winkle Brewing Co,Rip Van Winkle Brewing Company,"{'lat': 42.185368, 'lng': -73.9859434}",4.6,226
5704,Rippon Brewing Company,N/A,N/A,N/A,N/A
5705,Riptide Brewing Company,Riptide Brewing Company,"{'lat': 26.1510116, 'lng': -81.794951}",4.6,195
5706,Rising Silo Brewery,Rising Silo Brewery,"{'lat': 37.2375924, 'lng': -80.4619603}",4.7,149
5707,Rising Storm Brewing Company,Rising Storm Brewing Company,"{'lat': 42.8548163, 'lng': -77.7062572}",4.7,114
5708,Rising Tide Brewing Company,N/A,N/A,N/A,N/A
5709,Ritual Brewing Co,N/A,N/A,N/A,N/A
5710,River Bend Brewing,N/A,N/A,N/A,N/A
5711,River Bend Hop Farm And Brewery,River Bend Hop Farm & Brewery,"{'lat': 40.4869833, 'lng': -77.0972027}",4.7,128
5712,River Bluff Brewing,River Bluff Brewing,"{'lat': 39.7701615, 'lng': -94.84436699999999}",4.9,136
5713,River Bottoms Brewing Company,River Bottoms Brewing Company,"{'lat': 39.3587369, 'lng': -93.4966386}",4.8,132
5714,River City Brewing,River City Brewing Company,"{'lat': 37.687432, 'lng': -97.327269}",4.6,1006
5715,River City Brewing Co,River City Brewing Co.,"{'lat': 37.6535983, 'lng': -97.4311262}",3.8,105
5716,River City Brewing Company,River City Brewing Company,"{'lat': 30.3199851, 'lng': -81.6610987}",3.9,605
5717,River Company Restaurant & Brewery Inc The,N/A,N/A,N/A,N/A
5718,River Dog Brewing Co,River Dog Brewing Company,"{'lat': 32.3202259, 'lng': -80.93813}",4.8,80
5719,River Hawk Brewing,River Hawk Brewing,"{'lat': 41.4391975, 'lng': -88.21171559999999}",4.5,113
5720,River Hops Brewing,River Hops Brewing,"{'lat': 42.5056994, 'lng': -94.18427679999999}",4.7,51
5721,River Horse Brewing Company,N/A,N/A,N/A,N/A
5722,River Mile 38 Brewing Co,River Mile 38 Brewing Co.,"{'lat': 46.2053679, 'lng': -123.3853354}",5,41
5723,River North Brewery,River North Brewery,"{'lat': 39.76733979999999, 'lng': -104.9771061}",4.3,30
5724,River North Brewery RiNo,N/A,N/A,N/A,N/A
5725,River Outpost Brewing,River Outpost Brewing Company,"{'lat': 41.275648, 'lng': -73.94300969999999}",4.2,109
5726,River Rat Brewery,River Rat Brewery,"{'lat': 33.97267, 'lng': -81.0111}",4.4,327
5727,River Ridge Brewing,River Ridge Brewing,"{'lat': 42.2591775, 'lng': -90.4234797}",4.9,37
5728,River Rock Brewery,River Rock Brewery,"{'lat': 38.2678012, 'lng': -121.3064362}",4.5,42
5729,River Roost Brewery,River Roost Brewery,"{'lat': 43.6457369, 'lng': -72.3182818}",4.8,106
5730,River Rouge Brewing Company,River Rouge Brewing Company,"{'lat': 42.4872222, 'lng': -83.14027779999999}",4.7,126
5731,River St Joe,N/A,N/A,N/A,N/A
5732,River Styx Brewing,N/A,N/A,N/A,N/A
5733,River Time Brewing,River Time Brewing,"{'lat': 48.2494792, 'lng': -121.6019451}",4.9,70
5734,River's Edge Brewing Co,River's Edge Brewing Company,"{'lat': 42.5865154, 'lng': -83.60031}",4.6,250
5735,RiverBend Brewing Company,N/A,N/A,N/A,N/A
5736,Riverlands Brewing Company,Riverlands Brewing Company,"{'lat': 41.9186822, 'lng': -88.33777219999999}",4.8,149
5737,Riverport Brewing Co,Riverport Brewing,"{'lat': 46.4247375, 'lng': -117.0500555}",4.7,85
5738,Riverside Brewery & Restaurant,Riverside Brewery & Restraunt,"{'lat': 43.4214929, 'lng': -88.1812068}",4.3,692
5739,Rivertown Brewing Co Monroe Barrel House,Rivertown Brewery & Barrel House,"{'lat': 39.445985, 'lng': -84.39838800000001}",4.4,677
5740,Riverwalk Brewing Co,N/A,N/A,N/A,N/A
5741,Riverwatch Brewery,N/A,N/A,N/A,N/A
5742,RoHa Brewing Project,N/A,N/A,N/A,N/A
5743,Roadhouse Brewing Co,N/A,N/A,N/A,N/A
5744,Roadhouse Pub and Eatery,N/A,N/A,N/A,N/A
5745,Roadmap Brewing Co,Roadmap Brewing Co.,"{'lat': 29.4318109, 'lng': -98.4820548}",4.5,166
5746,Roak Brewing Co,N/A,N/A,N/A,N/A
5747,Roaring 20s Brewery & Taphouse,Roaring 20s Brewery & Taphouse,"{'lat': 42.4643962, 'lng': -73.395408}",4.9,20
5748,Roaring Table Brewing,Roaring Table Brewing Co.,"{'lat': 42.1889072, 'lng': -88.1094207}",4.8,143
5749,Robin Hood Brewing Co,Robin Hood Brewing Co.,"{'lat': 40.9156647, 'lng': -77.7283478}",4.2,588
5750,Roc Brewing Co,"Roc Brewing Co., LLC","{'lat': 43.1533333, 'lng': -77.5975}",4.6,161
5751,Roc Hopper Brewing Company,N/A,N/A,N/A,N/A
5752,Rochester Brewing and Roasting Company,Rochester Brewing and Roasting Company,"{'lat': 39.0862299, 'lng': -94.590119}",4.8,80
5753,Rochester Mills Beer Co,Rochester Mills Beer Company,"{'lat': 42.6806946, 'lng': -83.1313553}",4.3,3013
5754,Rochester Mills Production Brewery,Rochester Mills Production Brewery & Taproom,"{'lat': 42.689353, 'lng': -83.245857}",4.8,99
5755,Rock Art Brewery,N/A,N/A,N/A,N/A
5756,Rock Bottom Brewery,N/A,N/A,N/A,N/A
5757,Rock Bottom Brewery & Restaurant Bolingbrook,N/A,N/A,N/A,N/A
5758,Rock Bottom Brewery Bethesda,Rock Bottom Restaurant & Brewery,"{'lat': 38.9889231, 'lng': -77.097719}",4,448
5759,Rock Bottom Brewery Chicago,N/A,N/A,N/A,N/A
5760,Rock Bottom Brewery Colorado Springs,Rock Bottom Restaurant & Brewery,"{'lat': 38.881172, 'lng': -104.71823}",4.1,669
5761,Rock Bottom Brewery Denver,N/A,N/A,N/A,N/A
5762,Rock Bottom Brewery Englewood,Rock Bottom Restaurant & Brewery,"{'lat': 39.5677905, 'lng': -104.8739702}",3.9,398
5763,Rock Bottom Brewery Highlands Ranch,Rock Bottom Restaurant & Brewery,"{'lat': 39.5551728, 'lng': -105.007578}",4.1,541
5764,Rock Bottom Brewery Indianapolis,Rock Bottom Restaurant & Brewery,"{'lat': 39.7673992, 'lng': -86.1585959}",4,472
5765,Rock Bottom Brewery Milwaukee,Rock Bottom Restaurant & Brewery,"{'lat': 43.0396806, 'lng': -87.9115559}",4,698
5766,Rock Bottom Brewery Minneapolis,Rock Bottom Restaurant & Brewery,"{'lat': 44.976444, 'lng': -93.27664000000001}",4.1,362
5767,Rock Bottom Brewery Nashville,Rock Bottom Restaurant & Brewery,"{'lat': 36.16174660000001, 'lng': -86.77480299999999}",3.8,943
5768,Rock Bottom Brewery Orland Park,N/A,N/A,N/A,N/A
5769,Rock Bottom Brewery Pittsburgh,Rock Bottom Restaurant & Brewery,"{'lat': 40.40943499999999, 'lng': -79.915261}",4,477
5770,Rock Bottom Brewery San Jose,Rock Bottom Restaurant & Brewery,"{'lat': 37.28895199999999, 'lng': -121.934242}",3.9,404
5771,Rock Bottom Brewery Short Pump,Rock Bottom Restaurant & Brewery,"{'lat': 37.657146, 'lng': -77.61957}",3.8,314
5772,Rock Bottom Brewery Warrenville,N/A,N/A,N/A,N/A
5773,Rock Bottom Brewery Yorktown,Rock Bottom Restaurant & Brewery,"{'lat': 41.8381847, 'lng': -88.0105841}",4.3,500
5774,Rock Coast Brewery,Rock Coast Brewery,"{'lat': 40.3972381, 'lng': -105.0713134}",4.8,35
5775,Rock County Brewing Company,Rock County Brewing Company,"{'lat': 42.6839447, 'lng': -89.0217845}",4.8,132
5776,Rock Cut Brewing Company,Rock Cut Brewing Company,"{'lat': 40.3718066, 'lng': -105.5229838}",4.8,425
5777,Rock God Brewing Company,Rock God Brewing Co.,"{'lat': 40.9624399, 'lng': -76.6185193}",4.8,61
5778,Rock Harbor Brewing Co,Rock Harbor Brewing Co.,"{'lat': 44.1008344, 'lng': -69.12817749999999}",4.7,23
5779,Rock Harbor Pub & Brewery,Rock Harbor Pub and Brewery,"{'lat': 44.1046939, 'lng': -69.1093954}",3.9,201
5780,Rock Hill Brewing Company,Rock Hill Brewing Company,"{'lat': 34.9256811, 'lng': -81.0255234}",4.8,97
5781,Rock House Brewing,Rock House Brewing,"{'lat': 38.0559224, 'lng': -84.4815835}",4.7,127
5782,Rock River Brewing Co,Rock River Brewing Company,"{'lat': 43.4312472, 'lng': -96.16829589999999}",4.9,9
5783,Rock'n Dough Pizza and Brewery,N/A,N/A,N/A,N/A
5784,RockPit Brewing,RockPit Brewing,"{'lat': 28.5106568, 'lng': -81.3769318}",4.9,280
5785,Rockaway Brewing Company,Rockaway Brewing Company,"{'lat': 40.7471787, 'lng': -73.9549285}",4.6,246
5786,Rockcreek Brewing,Rockcreek Brewing Company,"{'lat': 39.0227115, 'lng': -94.6563972}",4.9,48
5787,Rocket Frog Brewing Company,N/A,N/A,N/A,N/A
5788,Rocket Republic Brewing Company,Rocket Republic Brewing Company,"{'lat': 34.672779, 'lng': -86.77400999999999}",4.8,227
5789,Rockfish Brewing Company,Rockfish Brewing Company,"{'lat': 38.0370002, 'lng': -78.48944589999999}",4.8,34
5790,Rockford Brewing Company,Rockford Brewing Company,"{'lat': 43.1196707, 'lng': -85.5613949}",4.5,468
5791,Rockhound Brewing Co,Rockhound Brewing Company,"{'lat': 43.0621985, 'lng': -89.40105450000001}",4.3,712
5792,Rockingham Brewing Company,Rockingham Brewing Company,"{'lat': 42.8861855, 'lng': -71.3348852}",4.8,59
5793,Rockmill Brewing Co,Rockmill Brewery,"{'lat': 39.7481613, 'lng': -82.71041869999999}",4.7,234
5794,Rocksteady Brewing Co,Rocksteady Brewing,"{'lat': 38.01773499999999, 'lng': -122.1377815}",3.7,12
5795,Rockwell Beer Company,Rockwell Beer Company,"{'lat': 38.625388, 'lng': -90.25147969999999}",4.5,282
5796,Rockwell Brewery,N/A,N/A,N/A,N/A
5797,Rocky Coulee Brewing,N/A,N/A,N/A,N/A
5798,Rocky Hill Brewing,Rocky Hill Brewing,"{'lat': 36.3413352, 'lng': -119.121437}",4.8,81
5799,Rocky Mountain Brewery,Rocky Mountain Brewery,"{'lat': 38.8412347, 'lng': -104.7162296}",4.6,240
5800,Rocky Reef Brewing Company,Rocky Reef Brewing Company,"{'lat': 45.895855, 'lng': -89.6963364}",4.9,98
5801,Rocky River Brewing Co,Rocky River Brewing Co,"{'lat': 41.4610007, 'lng': -81.85613049999999}",4.5,1253
5802,Rockyard Brewing Company,Rockyard Brewing Company,"{'lat': 39.4092426, 'lng': -104.8698713}",4,860
5803,Roe Jan Brewing Company,Roe Jan Brewing Co.,"{'lat': 42.1775206, 'lng': -73.5256701}",4.6,61
5804,Roebuck Pizza,Roebuck,"{'lat': 41.9393386, 'lng': -87.644007}",4.5,86
5805,Roets Jordan Brewery Co,Roets Jordan Brewery Co.,"{'lat': 44.6655363, 'lng': -93.62624869999999}",4.9,94
5806,Rogue Ales Brewery,N/A,N/A,N/A,N/A
5807,Rogue East Side Pub & Pilot Brewery,N/A,N/A,N/A,N/A
5808,Rohrbach Brewing Company,Rohrbach Brewing Co. Buffalo Road Brewpub,"{'lat': 43.1372748, 'lng': -77.761736}",4.6,1110
5809,Rohrbach's Railroad St Brewery,Rohrbach Brewing Co. Railroad Street Beer Hall,"{'lat': 43.1633333, 'lng': -77.5869444}",4.7,192
5810,Rok House Brewing Co LLC,Rök House Brewing Company,"{'lat': 34.1042938, 'lng': -117.6883698}",4.8,122
5811,Rollertown Beerworks,Rollertown Beerworks,"{'lat': 33.3267129, 'lng': -96.7826336}",5,43
5812,Rolling Meadows Farm Brewery,Rolling Meadows Farm Brewery,"{'lat': 39.87129760000001, 'lng': -89.7303694}",4.8,28
5813,Rolling Mill Brewing Company,Rolling Mill Brewing Company,"{'lat': 39.5160272, 'lng': -84.4065548}",4.7,71
5814,Rolling Oak Brewing Co,Rolling Oak Brewing Co,"{'lat': 44.6622455, 'lng': -84.7177887}",4.8,341
5815,Roma Brewery,N/A,N/A,N/A,N/A
5816,Rome City Brewing Co,Rome City Brewing Co,"{'lat': 34.254699, 'lng': -85.172128}",4.6,35
5817,Rooftop Brewing Co,Rooftop Brewing Company,"{'lat': 47.6557439, 'lng': -122.3732263}",4.7,203
5818,Roosevelt Brewing Company,Roosevelt Brewing Company & Public House,"{'lat': 34.1859375, 'lng': -103.3362782}",4.1,270
5819,Rooster Fish Brewing Co,Rooster Fish Brewing Pub,"{'lat': 42.3811836, 'lng': -76.87398519999999}",4,768
5820,Roosters B Street Brewery,Roosters B Street Brewery and Taproom,"{'lat': 41.224323, 'lng': -111.991267}",4.5,143
5821,Roosters Brewing Co 1,N/A,N/A,N/A,N/A
5822,Roosters Brewing Co 2,Roosters Brewing Company and Restaurant,"{'lat': 41.083441, 'lng': -111.978984}",4.3,593
5823,Root Down Brewing Company,Root Down Brewing Company,"{'lat': 40.134451, 'lng': -75.516042}",4.7,298
5824,Roots Brewing Company,Rural Roots Brewing Company,"{'lat': 43.5890148, 'lng': -80.56032929999999}",4.9,140
5825,Roscoe Brewing Company,Roscoe Beer Co.,"{'lat': 41.9461111, 'lng': -74.9127778}",4.5,159
5826,Rose Garage Brewing & Taps,N/A,N/A,N/A,N/A
5827,Roses' Taproom,Roses' Taproom,"{'lat': 37.8363405, 'lng': -122.2622947}",4.8,88
5828,Roslyn Brewing Co,Roslyn Brewing Company,"{'lat': 47.222051, 'lng': -120.994933}",4.6,31
5829,Rotunda Brewing,Rotunda Brewing Company,"{'lat': 40.3285888, 'lng': -76.5200304}",4.5,61
5830,Rough Cut Brewing Company,Rough Cut Brewing Co.,"{'lat': 41.759685, 'lng': -74.284916}",4.5,155
5831,Rough Diamond Brewery,Rough Diamond Brewery,"{'lat': 29.9657936, 'lng': -98.43408199999999}",4.8,111
5832,Rough Draft Brewing,N/A,N/A,N/A,N/A
5833,Rough Edges Brewing Co,Rough Edges Brewing,"{'lat': 39.757025, 'lng': -77.57966739999999}",4.7,30
5834,Roughhouse Brewing,N/A,N/A,N/A,N/A
5835,Roughtail Brewing,Roughtail Brewing Co.,"{'lat': 35.6087575, 'lng': -97.51924419999999}",4.8,159
5836,Rouleur Brewing Company,Rouleur Brewing Company,"{'lat': 33.1346794, 'lng': -117.2700465}",4.8,88
5837,Round Barn Brewery & Public House,Round Barn Brewery & Public House,"{'lat': 41.9530556, 'lng': -86.4852778}",4.5,219
5838,Round Barn Brewery Round Barn Winery,N/A,N/A,N/A,N/A
5839,Round Guys Brewing Co,Round Guys Brewing Company,"{'lat': 40.2433884, 'lng': -75.2877993}",4.5,220
5840,Round Man Brewing Co,Round Man Brewing Co.,"{'lat': 45.8272069, 'lng': -91.88880689999999}",4.6,369
5841,Roundabout Brewery,Roundabout Brewery,"{'lat': 40.4772222, 'lng': -79.9569444}",4.7,148
5842,Roundhouse Brewery,Roundhouse Brewery,"{'lat': 46.4976647, 'lng': -94.2970957}",4.7,194
5843,Roundhouse Depot Brewing Co Llc,Roundhouse Depot Brewing Company,"{'lat': 40.359682, 'lng': -83.7628914}",4.8,58
5844,Route 30 Brewing Company,Route 30 Brewing Company,"{'lat': 33.9830193, 'lng': -117.3743623}",4.3,8
5845,Route 51 Brewing Company,Route 51 Brewing Company and Banquet Center,"{'lat': 37.8602418, 'lng': -89.2300257}",4.7,164
5846,Route 66 Junkyard Brewery,Route 66 Junkyard Brewery,"{'lat': 35.1379642, 'lng': -107.8241506}",4.7,119
5847,Rowdy's Brewing Company,Rowdy's Brew Co.,"{'lat': 34.0849187, 'lng': -117.5877578}",4.7,136
5848,Rowlands Calumet Brewery Co,Rowland's Calumet Brewery,"{'lat': 44.029351, 'lng': -88.163139}",4.8,32
5849,Rowlands Calumet Brewery Co 2,Rowland's Calumet Brewery,"{'lat': 44.029351, 'lng': -88.163139}",4.8,32
5850,Rowley Farmhouse Ales,Rowley Farmhouse Ales,"{'lat': 35.6608772, 'lng': -105.983551}",4.6,266
5851,Roy Pitz Brewing Co,Roy Pitz Brewing Company,"{'lat': 39.939431, 'lng': -77.6563865}",4.5,206
5852,Royal Bavaria Brewhouse Restaurant and Biergarten,Royal Bavaria,"{'lat': 35.3060389, 'lng': -97.4240639}",4.6,614
5853,Royal Bliss Brewing Co,Royal Bliss Brewing Co.,"{'lat': 35.4413625, 'lng': -80.9991952}",4.8,181
5854,Royal Brewery,Royal Brewery New Orleans,"{'lat': 30.0268534, 'lng': -90.02747509999999}",5,43
5855,Royal Docks Brewhouse and Cannery,N/A,N/A,N/A,N/A
5856,Royal Docks Brewing Company,N/A,N/A,N/A,N/A
5857,Royal Docks Brewing Company Foudre House Kitchen,N/A,N/A,N/A,N/A
5858,Royal Palm Brewing Company,Royal Palm Brewing Company,"{'lat': 26.687339, 'lng': -80.2038329}",4.6,105
5859,Rt66 Old School Brewing,RT66 Old School Brewing,"{'lat': 41.3075721, 'lng': -88.1484188}",4.7,59
5860,Rubber Soul Brewing Co,Rubber Soul Brewing Company,"{'lat': 40.2626247, 'lng': -76.7079023}",4.4,66
5861,Ruby Beach Brewing Company,Ruby Beach Brewing,"{'lat': 30.3260794, 'lng': -81.6546834}",4.2,95
5862,Ruby Mountain Brewing Co,Ruby Mountain Brewing Company,"{'lat': 41.0075628, 'lng': -115.0086047}",4.9,16
5863,Ruby River Steak House and Brewery,N/A,N/A,N/A,N/A
5864,Ruby Valley Brew,"Ruby Valley Brew, Sheridan, MT","{'lat': 45.4559333, 'lng': -112.1969356}",4.9,43
5865,Rugged Coast Brewing,N/A,N/A,N/A,N/A
5866,Ruhe 152,N/A,N/A,N/A,N/A
5867,Ruhlman Brewery Our Ales,Ruhlman Brewery Retail Store,"{'lat': 39.637371, 'lng': -76.9085159}",4.3,42
5868,Ruhstaller Beer,N/A,N/A,N/A,N/A
5869,Rumspringa Brewing Co,Rumspringa Brewing Company,"{'lat': 40.039002, 'lng': -76.1349}",4.4,82
5870,Run of the Mill Public House & Brewery,Run of the Mill Public House & Brewery,"{'lat': 43.4937916, 'lng': -70.4484338}",4.2,487
5871,Running Dogs Brewery,Running Dogs Brewery,"{'lat': 45.8623847, 'lng': -122.798031}",4.6,133
5872,Running Walker Brewery & Braman Winery,Running Walker Beer,"{'lat': 29.6259123, 'lng': -95.7629666}",4.7,15
5873,Rush River Brewing Co,Rush River Brewing Company,"{'lat': 44.891105, 'lng': -92.63866999999999}",4.8,117
5874,Rushing Duck Brewing Co,Rushing Duck Brewing,"{'lat': 41.3619922, 'lng': -74.2695365}",4.7,190
5875,Russian River Brewing Co Santa Rosa,Russian River Brewing Company,"{'lat': 38.441806, 'lng': -122.71165}",4.6,1916
5876,Russian River Brewing Windsor,Russian River Brewing Company,"{'lat': 38.441806, 'lng': -122.71165}",4.6,1916
5877,Rustech Brewing Company,Rustech Brewing Company,"{'lat': 45.3049907, 'lng': -93.79524029999999}",4.7,89
5878,Rustic Brew,Rustic Brew,"{'lat': 42.7432892, 'lng': -93.2084818}",4.5,138
5879,Rustic Brewing Company,N/A,N/A,N/A,N/A
5880,Rustic Leaf Brewing Company,Rustic Leaf Brewing Company,"{'lat': 42.6614189, 'lng': -83.42853099999999}",4.6,148
5881,Rustic Road Brewing Co,Rustic Road Brewing Company,"{'lat': 42.583846, 'lng': -87.818674}",4.6,157
5882,Rustica Brewing Company,10 Barrel Brewing Company Denver,"{'lat': 39.7594088, 'lng': -104.9855212}",4.5,700
5883,Rusty Bull Brewing Company,Rusty Bull Brewing Co.,"{'lat': 32.8677306, 'lng': -80.0123278}",4.7,269
5884,Rusty Gate Brewery,Rusty Gate Brewery,"{'lat': 30.92228639999999, 'lng': -95.34528809999999}",5,9
5885,Rusty Gold Brewing,Rusty Gold Brewing,"{'lat': 40.2584977, 'lng': -80.1876096}",4.6,116
5886,Rusty Nickel Brewing Co,Rusty Nickel Brewing Co @ 36 Broadway,"{'lat': 42.8861667, 'lng': -78.8716371}",5,5
5887,Rusty Rail Brewing,N/A,N/A,N/A,N/A
5888,Rusty Truck Brewing Company,N/A,N/A,N/A,N/A
5889,Rutland Beer Works,Rutland Beer Works,"{'lat': 43.6068306, 'lng': -72.9783983}",4.2,11
5890,S & S Farm Brewery,N/A,N/A,N/A,N/A
5891,S27 Alehouse & Brewery,S27 Alehouse & Brewery,"{'lat': 37.2989475, 'lng': -121.8723338}",0,0
5892,SHE Beverage company,N/A,N/A,N/A,N/A
5893,SJ Brewing Company,SJ Brewing Co,"{'lat': 30.6282936, 'lng': -81.56211549999999}",4.8,91
5894,SKA Brewing,Ska Brewing Co,"{'lat': 37.2387944, 'lng': -107.8761111}",4.6,297
5895,SKA Street Brewstillery,Ska Street Brewstillery,"{'lat': 40.0149857, 'lng': -105.2455479}",4.8,57
5896,SLO Brewing Co,SLO Brew Pub,"{'lat': 35.2794173, 'lng': -120.6641118}",3.9,182
5897,SLO Brewing Co The Rock,SLO Brew Pub,"{'lat': 35.2794173, 'lng': -120.6641118}",3.9,182
5898,SQZBX Brewery,SQZBX Brewery & Pizza,"{'lat': 34.50721, 'lng': -93.05628899999999}",4.6,526
5899,Sackets Harbor Brewing Co,Sackets Harbor Brewing Company,"{'lat': 43.9479417, 'lng': -76.1206972}",3.9,252
5900,Saco River Brewing,Saco River Brewing,"{'lat': 44.0195573, 'lng': -70.9630146}",4.7,165
5901,Sacrament Brewing,Sacrament Brewing,"{'lat': 38.5777452, 'lng': -121.484623}",4.5,74
5902,Sacred Vice Brewing,Sacred Vice Brewing Company,"{'lat': 39.9927273, 'lng': -75.1087276}",4.9,27
5903,Sacred Waters Brewing Company,Sacred Waters Brewing Company,"{'lat': 48.2717046, 'lng': -114.2661787}",4.7,151
5904,Sacrilege Brewing Project,Sacrilege Brewery + Kitchen,"{'lat': 37.460925, 'lng': -122.4298694}",4.5,430
5905,Saddle Mountain Brewing Company,Saddle Mountain Brewing Company,"{'lat': 33.45640900000001, 'lng': -112.395652}",4.5,605
5906,Saddle Rock Pub & Brewery,Saddle Rock Pub & Brewery,"{'lat': 47.425858, 'lng': -120.3118364}",4.6,290
5907,Saddlebock Brewery,Saddlebock Brewery,"{'lat': 36.1307275, 'lng': -94.0601743}",4.5,119
5908,Sage Alley Brewery,Sage Alley Brewery & Grille,"{'lat': 40.5137082, 'lng': -75.38957239999999}",4.7,135
5909,Sage Brewing Company,Sage Brewing Company,"{'lat': 46.2703544, 'lng': -119.201872}",5,19
5910,Sager Beer Works,Sager Beer Works,"{'lat': 43.15054800000001, 'lng': -77.56983199999999}",4.6,167
