,location_name,google_name,Location,Average User Rating,Total User Rating
5911,Sahale Ale Works,Sahale Ale Works,"{'lat': 43.3170491, 'lng': -87.95319669999999}",4.7,59
5912,Sailfish Brewing Company llc,Sailfish Brewing Company,"{'lat': 27.4486511, 'lng': -80.32413179999999}",4.6,294
5913,Saint Archer Brewing Company,N/A,N/A,N/A,N/A
5914,Saint Arnold Brewing Co,Saint Arnold Brewing Company,"{'lat': 29.771119, 'lng': -95.34856599999999}",4.6,1818
5915,Saint Boniface Craft Brewing Co,St Boniface Craft Brewing Co,"{'lat': 40.20024009999999, 'lng': -76.20547169999999}",4.7,246
5916,Saint Charles Brewing Co,Saint Charles Brewing Company,"{'lat': 43.0650556, 'lng': -92.6805083}",5,27
5917,Saint Hazards Brewery,N/A,N/A,N/A,N/A
5918,Saint J Brewery,Saint J Brewery,"{'lat': 44.4612086, 'lng': -72.0133597}",4.2,24
5919,Saint James Brewery,Public House Brewing Company: St. James,"{'lat': 38.0097227, 'lng': -91.6083712}",4.5,269
5920,Saint Paul Brewing,Saint Paul Brewing,"{'lat': 44.962336, 'lng': -93.07182639999999}",4.6,355
5921,Saint Somewhere Brewing,N/A,N/A,N/A,N/A
5922,Saints Row Brewing,Saints Row Brewing,"{'lat': 39.0934773, 'lng': -77.13349389999999}",4.8,169
5923,Salish Sea Brewing Company,Salish Sea Brewing Co.,"{'lat': 47.80957979999999, 'lng': -122.3768863}",4.5,327
5924,Salmon River Brewery,Salmon River Brewery,"{'lat': 44.9109028, 'lng': -116.0972528}",4,317
5925,Saloon Door Brewing Co,Saloon Door Brewing,"{'lat': 29.526859, 'lng': -95.119035}",4.7,274
5926,Salt City Brewing,Salt City Brewing Company,"{'lat': 38.0591206, 'lng': -97.93164}",4.7,227
5927,Salt Creek Brewery,Salt Creek Brewery inc.,"{'lat': 38.9247222, 'lng': -86.52694439999999}",4.6,97
5928,Salt Flats Brewing,N/A,N/A,N/A,N/A
5929,Salt Lake Brewing Co Squatters Pub Brewery,Squatters Pub,"{'lat': 40.7625231, 'lng': -111.8956578}",4.4,1423
5930,Salt Marsh Brewing,Salt Marsh Brewing Company,"{'lat': 32.2377616, 'lng': -80.86011529999999}",4.3,79
5931,Salt Point Brewing Co LLC,Salt Point Brewing Co.,"{'lat': 42.5374951, 'lng': -76.5058943}",4.8,52
5932,Salt Springs Brewery,Salt Springs Brewery,"{'lat': 42.165879, 'lng': -83.780447}",4.4,458
5933,SaltFire Brewing Co,SaltFire Brewing Co.,"{'lat': 40.7227912, 'lng': -111.8935741}",4.6,122
5934,Saltbox Brewery,Saltbox Brewery,"{'lat': 44.4506929, 'lng': -64.3886365}",4.7,128
5935,Saltwater Brewery,N/A,N/A,N/A,N/A
5936,Salty Bear Brewing Co,Salty Bear Brewing,"{'lat': 33.6783538, 'lng': -117.8876062}",4.7,48
5937,Salty Nut Brewery,Salty Nut Brewery,"{'lat': 34.7226351, 'lng': -86.6035799}",4.8,127
5938,Salty Turtle Beer Company,Salty Turtle Beer Company,"{'lat': 34.4437335, 'lng': -77.55993970000002}",4.8,281
5939,Salud Cerveceria,Salud Cerveceria,"{'lat': 35.2477994, 'lng': -80.8040482}",4.8,219
5940,Samuel Adams Pennsylvania Brewing Co,Samuel Adams Brewery,"{'lat': 40.5767595, 'lng': -75.6293896}",3,276
5941,San Diego Brewing Co,San Diego Brewing Company,"{'lat': 32.7923431, 'lng': -117.0990066}",4.2,467
5942,San Fernando Brewing Co,San Fernando Brewing Company,"{'lat': 34.2833407, 'lng': -118.4320539}",4.7,248
5943,San Gabriel River Brewery Inc,San Gabriel River Brewery,"{'lat': 30.7130636, 'lng': -97.9015718}",4.7,28
5944,San Juan Island Brewing Company,San Juan Island Brewing Co,"{'lat': 48.5321452, 'lng': -123.0147487}",4.5,297
5945,San Luis Valley Brewing Co,San Luis Valley Brewing Company,"{'lat': 37.4682966, 'lng': -105.8668743}",3.9,399
5946,San Marcos Brewery and Grill,San Marcos Brewery & Grill,"{'lat': 33.1344021, 'lng': -117.1909561}",4.4,262
5947,San Pedro Brewing Co,San Pedro Brewing Company,"{'lat': 33.7386705, 'lng': -118.2842261}",4.4,455
5948,SanTan Brewing Co,N/A,N/A,N/A,N/A
5949,SanTan Brewing Co Uptown Chandler,SanTan Brewing - Downtown Chandler,"{'lat': 33.3032883, 'lng': -111.8422192}",4.5,1101
5950,SanTan Brewing and Distilling Uptown Phoenix,SanTan Brewing - Uptown Phoenix,"{'lat': 33.5234422, 'lng': -112.048193}",4.4,753
5951,Sanctuary Spirits,"Sanctuary - Distillery, Brewery & Winery","{'lat': 42.7404054, 'lng': -84.7354777}",4.7,193
5952,Sand City Brewing Co,Sand City Brewing Co,"{'lat': 40.8998536, 'lng': -73.3508457}",4.6,224
5953,Sand Creek Brewing Co,Sand Creek Brewing Company,"{'lat': 44.292673, 'lng': -90.851627}",4.8,136
5954,Sandbox Brewing Company,N/A,N/A,N/A,N/A
5955,Sandhill Crane Vineyards,Sandhill Crane Vineyards,"{'lat': 42.3408611, 'lng': -83.880246}",2.8,4
5956,Sandhills Brewing,Sandhills Brewing,"{'lat': 39.0224592, 'lng': -94.6507499}",4.7,53
5957,Sandy Springs Brewing Co,Sandy Springs Brewing Company,"{'lat': 40.7298626, 'lng': -81.10386319999999}",4.8,168
5958,Sandy Valley Brewing,Sandy Valley Brewing Co.,"{'lat': 38.278906, 'lng': -90.4733229}",5,2
5959,Sanford Brewing Company,Sanford Brewing Company,"{'lat': 28.8089153, 'lng': -81.2650898}",4.6,457
5960,Sanford Brewing Company Maitland,N/A,N/A,N/A,N/A
5961,Sanitas Brewing Co,Sanitas Brewing Co.,"{'lat': 40.0214342, 'lng': -105.2473608}",4.6,331
5962,Santa Ana River Brewing Company,Santa Ana River Brewing Company,"{'lat': 33.7125145, 'lng': -117.9158283}",4.9,47
5963,Santa Cruz Mountain Brewing,Santa Cruz Mountain Brewing,"{'lat': 36.9591246, 'lng': -122.0481543}",4.6,237
5964,Santa Fe Brewing Co,The Bridge At Santa Fe Brewing Company,"{'lat': 35.5958915, 'lng': -106.0524442}",4.7,94
5965,Santa Maria Brewing Co,Santa Maria Brewing Co. Nipomo Taproom,"{'lat': 34.9957398, 'lng': -120.4364002}",4.5,431
5966,Santa Monica Brew Works,Santa Monica Brew Works,"{'lat': 34.0255407, 'lng': -118.476737}",4.5,224
5967,Sante Adairius Rustic Ales,Sante Adairius Rustic Ales,"{'lat': 36.9833143, 'lng': -121.9495774}",4.8,193
5968,Santiam Brewing Co,N/A,N/A,N/A,N/A
5969,Sapwood Cellars,N/A,N/A,N/A,N/A
5970,Saranac Brewery Matt Brewing Co,Saranac Matt Brewing Co,"{'lat': 43.10334, 'lng': -75.2446039}",4.6,150
5971,Sarasota Brewing Co,Sarasota Brewing Co,"{'lat': 27.2597472, 'lng': -82.5161722}",4.2,175
5972,Sasanoa Brewing,N/A,N/A,N/A,N/A
5973,Sasquatch Brewing Co,N/A,N/A,N/A,N/A
5974,Sasquatch Pub,Sasquatch Brewing Co.,"{'lat': 45.4776481, 'lng': -122.69891}",4.4,811
5975,Satire Brewing Company,Satire Brewing Company,"{'lat': 39.9170998, 'lng': -104.9832119}",4.8,182
5976,Sato Brewpub,Sato Brewpub,"{'lat': 42.8819623, 'lng': -78.87696509999999}",4.5,595
5977,Satulah Mountain Brewing Co,Satulah Mountain Brewing Company,"{'lat': 35.0541735, 'lng': -83.1955657}",4.3,50
5978,Saucony Creek Brewing Company,Saucony Creek Brewing Company + Gastropub,"{'lat': 40.5013984, 'lng': -75.7967092}",4.4,343
5979,Saucy Brew Works,N/A,N/A,N/A,N/A
5980,Saucy Brew Works Pinecrest LLC,Saucy Brew Works,"{'lat': 41.4897465, 'lng': -81.7108046}",4.3,450
5981,Saugatuck Brewing Co,Saugatuck Brewing Co. - Kalamazoo,"{'lat': 42.2909393, 'lng': -85.58985899999999}",4.4,315
5982,Saugatuck Brewing Company Kalamazoo,Saugatuck Brewing Co. - Kalamazoo,"{'lat': 42.2909393, 'lng': -85.58985899999999}",4.4,315
5983,Savagewood Brewing Company,Savagewood Brewing Company,"{'lat': 32.9132697, 'lng': -117.1128124}",4.8,66
5984,Savannah River Brewing Company,Savannah River Brewing Co.,"{'lat': 33.4647003, 'lng': -81.96362429999999}",4.8,184
5985,Save The World Brewing Co,Save The World Brewing Co,"{'lat': 30.6167157, 'lng': -98.2636557}",4.9,123
5986,Sawbelly Brewing,N/A,N/A,N/A,N/A
5987,Sawmill Brewing Co,Sawmill Brewing Company,"{'lat': 45.1891608, 'lng': -89.6836307}",4.7,445
5988,Sawmill Pizza and Brew Shed,Sawmill Pizza & Brew Shed,"{'lat': 45.2490108, 'lng': -92.3264632}",5,19
5989,Sawstone Brewing Co,Sawstone Brewing Co.,"{'lat': 38.1839679, 'lng': -83.4337415}",4.4,49
5990,Sawtooth Brewery,N/A,N/A,N/A,N/A
5991,Saxony Hills Brewery,Saxony Hills Brewery,"{'lat': 37.6247215, 'lng': -89.5938034}",4.9,26
5992,Scale House Brewery,Scale House Brewery,"{'lat': 42.5205824, 'lng': -76.8728507}",4.6,576
5993,Scamp Brewing Co,Scamp Brewing Co.,"{'lat': 47.32173950000001, 'lng': -122.2242459}",4.6,44
5994,Scantic River Brewery,Scantic River Brewery,"{'lat': 42.0521561, 'lng': -72.4412876}",0,0
5995,Scarlet Lane Brewing Company LLC,N/A,N/A,N/A,N/A
5996,Scatter Creek Brewing,Scatter Creek Winery & Brewing,"{'lat': 46.8569444, 'lng': -122.8527778}",4.5,45
5997,Scenic Brewing Company,Scenic Brewing Las Vegas,"{'lat': 36.1298163, 'lng': -115.2745441}",4.5,109
5998,Sceptre Brewing Arts,Sceptre Brewing Arts,"{'lat': 33.7602468, 'lng': -84.30480240000001}",4.6,161
5999,Schaendorf Brewing Company,Schaendorf Brewing Company,"{'lat': 42.5291783, 'lng': -85.8489865}",4.5,430
6000,Schaylor Brewing Company,Schaylor Brewing Company,"{'lat': 40.3016986, 'lng': -75.9906412}",4.6,260
6001,Schilling Beer Co,Schilling Beer Co.,"{'lat': 44.3059539, 'lng': -71.7728488}",4.8,663
6002,SchillingBridge Winery & Microbrewery,Schilling Bridge Winery,"{'lat': 40.1150981, 'lng': -96.1637851}",4.7,61
6003,Schlafly Bankside,Schlafly Bankside,"{'lat': 38.7741724, 'lng': -90.4846401}",4.3,178
6004,Schlafly Beer The Saint Louis Brewery LLC,N/A,N/A,N/A,N/A
6005,Schlafly Bottleworks,Schlafly Bottleworks,"{'lat': 38.6129656, 'lng': -90.314849}",4.5,688
6006,Schmohz Brewery,N/A,N/A,N/A,N/A
6007,Schnabeltier,Schnabeltier,"{'lat': 41.048737, 'lng': -86.22541799999999}",4.7,87
6008,Scholb Premium Ales,Scholb Premium Ales,"{'lat': 33.843146, 'lng': -118.3392}",4.8,112
6009,Schoolhouse Brewing,Schoolhouse Brewing,"{'lat': 33.9273404, 'lng': -84.4980709}",4.8,195
6010,Schooner Brewing Co,N/A,N/A,N/A,N/A
6011,Schram Haus Brewery,Schram Haus Brewery,"{'lat': 44.7838362, 'lng': -93.6116464}",4.7,74
6012,Schram Vineyards Winery & Brewery,Schram Vineyards Winery & Brewery,"{'lat': 44.8433372, 'lng': -93.74476639999999}",4.6,248
6013,Schulz Brau Brewing Company,Schulz Bräu Brewing Company,"{'lat': 35.97714300000001, 'lng': -83.92613999999999}",4.6,462
6014,Scofflaw Brewing Co,Scofflaw Brewing Co.,"{'lat': 33.8134827, 'lng': -84.4446926}",4.7,417
6015,Scorched Earth Brewing Co,Scorched Earth Brewing Company,"{'lat': 42.1711102, 'lng': -88.3031281}",4.7,194
6016,Scorpion Brewing,Scorpion Brewing LLC,"{'lat': 38.6830448, 'lng': -76.61857169999999}",4.6,83
6017,Scotty's Bierwerks,Scotty's Bierwerks,"{'lat': 26.6678096, 'lng': -81.9290615}",4.7,237
6018,Scrappy Punk Brewing,Scrappy Punk Brewing,"{'lat': 47.9142437, 'lng': -122.0800238}",4.9,60
6019,Scratch Brewing Company,Scratch Brewing Company,"{'lat': 37.8766517, 'lng': -89.4306182}",4.8,177
6020,Scratchtown Brewing Company,Scratchtown Brewing Company,"{'lat': 41.602286, 'lng': -98.929569}",4.9,54
6021,Screamin Hill Brewery,Screamin Hill Brewery,"{'lat': 40.1470387, 'lng': -74.4845026}",4.8,173
6022,Screech Owl Brewing,Screech Owl Brewing/Spent Grain Cafe,"{'lat': 39.588882, 'lng': -79.565997}",4.9,120
6023,Scriptown Brewing Company,Scriptown Brewing Company,"{'lat': 41.2579679, 'lng': -95.9728702}",4.4,211
6024,Scuttlebutt Brewing Co,N/A,N/A,N/A,N/A
6025,Sea Dog Brewing,N/A,N/A,N/A,N/A
6026,Sea Dog Brewing Co,Sea Dog Brewing Co,"{'lat': 44.796835, 'lng': -68.76977}",4.2,441
6027,Sea Dog Brewing Co Bangor,Sea Dog Brewing Co,"{'lat': 44.796835, 'lng': -68.76977}",4.2,441
6028,Sea Dog Brewing Co Clearwater,Sea Dog Brewing Company,"{'lat': 28.0097841, 'lng': -82.73260959999999}",4.1,88
6029,Sea Dog Brewing Co S Portland,Sea Dog Brewing Co.,"{'lat': 43.6351889, 'lng': -70.31908609999999}",4.2,1352
6030,Sea Dog Brewing Company Exeter,Sea Dog Brewing Company,"{'lat': 42.9809193, 'lng': -70.94442599999999}",4.4,538
6031,Sea Dog Brewing Treasure Island,Sea Dog Brewing Co.,"{'lat': 27.7561951, 'lng': -82.7624876}",4.5,2163
6032,Seaboard Brewing,"Seaboard Brewing, Taproom, & Wine Bar","{'lat': 35.1176093, 'lng': -80.7213287}",4.7,388
6033,Seabright Brewery,Seabright Social,"{'lat': 36.9675242, 'lng': -122.0083012}",4.1,323
6034,Seahorse Brewing Company,Seahorse Brewing,"{'lat': 37.6336888, 'lng': -122.4918452}",4.8,9
6035,Sean Patrick's Pub,Sean Patricks,"{'lat': 29.881994, 'lng': -97.93975999999999}",4.4,522
6036,Seapine Brewing Company,N/A,N/A,N/A,N/A
6037,Seaquake Brewing,SeaQuake Brewing,"{'lat': 41.7496327, 'lng': -124.1997994}",4.5,578
6038,Seaside Brewery,Seaside Brewing Company,"{'lat': 45.9929, 'lng': -123.9215776}",4.2,478
6039,Seattle Lite Brewing Company,Seattle-Lite Brewing Company,"{'lat': 47.5267399, 'lng': -122.314564}",4.8,35
6040,Seaward Brewing,Seaward Brewing,"{'lat': 34.2554997, 'lng': -119.2320549}",4.7,31
6041,Sebago Brewing Co,N/A,N/A,N/A,N/A
6042,Secatogue Brewing Co,Secatogue Brewing Company,"{'lat': 40.7071939, 'lng': -73.30293329999999}",4.5,102
6043,Second Chance Beer Company,N/A,N/A,N/A,N/A
6044,Second District Brewing Co,Second District Brewing Company,"{'lat': 39.926384, 'lng': -75.1730315}",4.6,202
6045,Second Line Brewing,Second Line Brewing,"{'lat': 29.982552, 'lng': -90.1052855}",4.8,218
6046,Second Profession Brewing Company,Second Profession Brewing Company,"{'lat': 45.5428206, 'lng': -122.6026752}",4.6,112
6047,Second Salem Brewing Company,Second Salem Brewing Company,"{'lat': 42.8333714, 'lng': -88.7302768}",4.3,290
6048,Second Self Brewing,N/A,N/A,N/A,N/A
6049,Second Sin Brewing Company,Second Sin Brewing Company,"{'lat': 40.10760579999999, 'lng': -74.9004844}",4.9,36
6050,Second Son Brews,Second Son Brews,"{'lat': 36.92371230000001, 'lng': -119.8731472}",4.9,11
6051,Second State Brewing Company,Second State Brewing Co.,"{'lat': 42.5367618, 'lng': -92.44460740000001}",4.9,81
6052,Second Street Brewery,Second Street Brewery at The Railyard,"{'lat': 35.6825525, 'lng': -105.9487897}",4.2,369
6053,Second Street Brewery Rufina,N/A,N/A,N/A,N/A
6054,Second Wind Brewing Company,Second Wind Brewing Company,"{'lat': 41.958271, 'lng': -70.66651}",4.8,83
6055,Secret Trail Brewing Company LLC,Secret Trail Brewing Company,"{'lat': 39.7144617, 'lng': -121.8172683}",4.9,142
6056,Sedition Brewing Co,Sedition Brewing Co.,"{'lat': 45.60053, 'lng': -121.1789487}",4.4,50
6057,Sedona Beer Company,Sedona Beer Company,"{'lat': 34.8735556, 'lng': -111.7613444}",4.7,290
6058,Seedstock Brewery,Seedstock Brewery,"{'lat': 39.740016, 'lng': -105.0350743}",4.8,222
6059,Seguin Brewing Company,Seguin Brewing Company,"{'lat': 29.5694273, 'lng': -97.9652026}",4.8,117
6060,Seismic Brewing Co,N/A,N/A,N/A,N/A
6061,Selins Grove Brewing Co,N/A,N/A,N/A,N/A
6062,Selkirk Abbey Brewing,N/A,N/A,N/A,N/A
6063,Selvedge Brewing,Selvedge Brewing,"{'lat': 38.0195964, 'lng': -78.4553634}",4.4,23
6064,Seminar Brewing,Seminar Brewing,"{'lat': 34.2114982, 'lng': -79.7760314}",4.6,177
6065,Seneca Lake Brewing Company,Seneca Lake Brewing Company & The Beerocracy,"{'lat': 42.4525692, 'lng': -76.9090308}",4.4,148
6066,Seneca Lodge Craft Brewing At Seneca Lodge,Seneca Lodge,"{'lat': 42.3692289, 'lng': -76.87322209999999}",4.4,444
6067,Seneca Street Brew Pub,Seneca St Brew Pub,"{'lat': 43.002282, 'lng': -75.97592499999999}",4.8,44
6068,Sentinel Peak Brewing Company,N/A,N/A,N/A,N/A
6069,Separatist Beer Project,N/A,N/A,N/A,N/A
6070,Sequoia Brewing Co Tower District,Sequoia Brewing Company,"{'lat': 36.7578178, 'lng': -119.8021431}",4.3,505
6071,Serda Brewing Company,Serda Brewing,"{'lat': 30.6880515, 'lng': -88.0495238}",4.6,188
6072,Serious Brewing Co,Serious Brewing Company,"{'lat': 42.68342029999999, 'lng': -74.3946265}",4.7,53
6073,Servaes Brewing Company,Servaes Brewing Company,"{'lat': 39.0227024, 'lng': -94.7132444}",4.7,73
6074,Service Brewing Company,Service Brewing Co.,"{'lat': 32.0844154, 'lng': -81.09847669999999}",4.7,282
6075,Settle Down Easy Brewing Company,Settle Down Easy Brewing Co.,"{'lat': 38.8761556, 'lng': -77.20867779999999}",4.8,108
6076,Settlers Brewing Company,Settlers Brewing Co.,"{'lat': 36.3982355, 'lng': -97.87653809999999}",4.3,22
6077,Seven Arrows Brewing Co,Seven Arrows Brewing Company,"{'lat': 38.0868125, 'lng': -78.9389238}",4.5,174
6078,Seven Bridges Grille and Brewery,Seven Bridges Grille & Brewery,"{'lat': 30.261532, 'lng': -81.55375}",4.2,1483
6079,Seven Jars Products,Seven Jars Distillery,"{'lat': 35.2869873, 'lng': -80.9068222}",4.9,15
6080,Seven Saws Brewing,Seven Saws Brewing Company,"{'lat': 42.3500526, 'lng': -71.8600567}",4.8,75
6081,Seven Sirens Brewing Company,Seven Sirens Brewing Company,"{'lat': 40.6099223, 'lng': -75.383667}",4.9,97
6082,Seven Sisters Brewery,Seven Sisters Brewery,"{'lat': 36.9512854, 'lng': -81.080856}",5,42
6083,Seven Stills,N/A,N/A,N/A,N/A
6084,Seven Story Brewing,Seven Story Brewing,"{'lat': 43.0622477, 'lng': -77.479563}",4.7,141
6085,Seven Tribesmen Brewery,Seven Tribesmen Brewery,"{'lat': 40.9229115, 'lng': -74.26923819999999}",4.7,47
6086,Seventh Son Brewing Co,Seventh Son Brewing Co.,"{'lat': 39.985363, 'lng': -82.9996948}",4.6,1081
6087,Severance Brewing Company,Severance Brewing Company,"{'lat': 43.5552713, 'lng': -96.7271076}",4.6,53
6088,Sew Hop'd Brewery LLC,Sew Hop'd,"{'lat': 42.1707301, 'lng': -88.4295949}",4.5,77
6089,Seward Brewing,Seward Brewing Company,"{'lat': 60.1008306, 'lng': -149.4408861}",4.1,223
6090,Shackett's Brewing Company,Shacketts Brewing Company,"{'lat': 43.590804, 'lng': -71.7357562}",4.8,20
6091,Shade Tree Brewing,N/A,N/A,N/A,N/A
6092,Shade Tree Saloon & Grill,Shade Tree Saloon & Grill,"{'lat': 29.9278108, 'lng': -98.4098988}",4.3,596
6093,Shades Brewing,Shades Brewing,"{'lat': 40.724286, 'lng': -111.8945872}",4.7,233
6094,Shadow Puppet Brewing Company,Shadow Puppet Brewing Company,"{'lat': 37.698966, 'lng': -121.739376}",4.7,162
6095,ShadowView Brewing,ShadowView Brewing,"{'lat': 42.2819715, 'lng': -88.4087651}",4.6,127
6096,Shady Oak Barrel House,Shady Oak Barrel House,"{'lat': 38.4371629, 'lng': -122.7152668}",4.8,69
6097,Shaft Brewery,N/A,N/A,N/A,N/A
6098,Shaggy Ass Brewery TJ Haase Winery,TJ Haase Winery & Shaggy Ass Brewery,"{'lat': 39.6834932, 'lng': -87.4130855}",4.7,42
6099,Shaidzon Beer Company LLC,Shaidzon Beer Co.,"{'lat': 41.4819734, 'lng': -71.5650434}",4.8,58
6100,Shakopee Brewhall,Shakopee Brewhall,"{'lat': 44.7985548, 'lng': -93.5258573}",4.7,183
6101,Shale Brewing Co,Shale Brewing Company,"{'lat': 40.8865683, 'lng': -81.4242964}",4.6,180
6102,Shale Creek Brewing,Shale Creek Brewing,"{'lat': 39.4805488, 'lng': -86.0574706}",4.6,104
6103,Shamrock Brewing Company,Shamrock Brewing Co,"{'lat': 38.2696283, 'lng': -104.6077502}",4.4,770
6104,Shannon Brewing Company LLC,Shannon Brewing Company,"{'lat': 32.9468965, 'lng': -97.251109}",4.6,203
6105,Shanty Shack Brewing,Shanty Shack Brewing,"{'lat': 36.9860782, 'lng': -122.0318358}",4.8,149
6106,Shattered Oak Brewing,N/A,N/A,N/A,N/A
6107,Shattuck Brewery LLC,N/A,N/A,N/A,N/A
6108,ShawneeCraft Brewery,ShawneeCraft Brewing Company,"{'lat': 41.0072094, 'lng': -75.1113913}",4.3,102
6109,Sheaf & Kettle Brewing,N/A,N/A,N/A,N/A
6110,Shebeen Brewing Company,N/A,N/A,N/A,N/A
6111,Sheep Mountain Brewery,N/A,N/A,N/A,N/A
6112,Sheepscot Valley Brewing Co,The Sheepscot Valley Brewing Company,"{'lat': 44.1450159, 'lng': -69.6048814}",4.8,9
6113,Shelter Distilling,N/A,N/A,N/A,N/A
6114,Shelter Island Craft Brewery,Shelter Island Craft Brewery,"{'lat': 41.07139850000001, 'lng': -72.33954330000002}",4.1,51
6115,Shenandoah Valley Brewing Company,Shenandoah Valley Brewing Co.,"{'lat': 38.1495027, 'lng': -79.07388279999999}",4.3,48
6116,Shepherds Eye Brewing Company LLC,N/A,N/A,N/A,N/A
6117,Sherwood Brewing Co,Sherwood Brewing Company,"{'lat': 42.6320266, 'lng': -82.9750688}",4.4,254
6118,Sherwood's Growler House,N/A,N/A,N/A,N/A
6119,Ship Bottom Brewery,Ship Bottom Brewery,"{'lat': 39.5694544, 'lng': -74.2368158}",4.5,163
6120,Shipwrecked Restaurant and Brewery,Shipwrecked Brew Pub & Restaurant,"{'lat': 45.0494301, 'lng': -87.280473}",3.9,520
6121,Shipyard Brew Pub Eliot,Shipyard Brew Pub Eliot,"{'lat': 43.1293789, 'lng': -70.7730022}",4.3,196
6122,Shipyard Brewing Co,Shipyard Brewing Company,"{'lat': 43.6616119, 'lng': -70.2485963}",4.3,343
6123,Shire Breu Hous,Shire Breu-Hous,"{'lat': 42.4745527, 'lng': -73.1728724}",4.4,203
6124,Shoe Tree Brewing Co,Shoe Tree Brewing Co.,"{'lat': 39.193889, 'lng': -119.752564}",4.8,112
6125,Shoeless Brewing Company,Grape & Grains/ Shoeless Brewing Co.,"{'lat': 34.8058738, 'lng': -82.3781995}",5,132
6126,Shoes & Brews,N/A,N/A,N/A,N/A
6127,Shoreline Brewery,Shoreline Brewery & Restaurant,"{'lat': 41.719527, 'lng': -86.905976}",4.3,663
6128,Short Bus Brew House,Short Bus Brew House,"{'lat': 40.6296235, 'lng': -77.5672712}",4.5,67
6129,Short Fuse Brewing Company,Short Fuse Brewing Company,"{'lat': 41.97, 'lng': -87.86222219999999}",4.2,419
6130,Short Story Brewing,Short Story Brewing,"{'lat': 39.544687, 'lng': -80.119282}",4.9,86
6131,Short's Brewing Co,Short's Brewing Company Bellaire Pub,"{'lat': 44.97626899999999, 'lng': -85.210357}",4.7,1011
6132,Short's Brewing Co Production Facility,Short's Brewing Co. Elk Rapids Production Brewery & Tap Room,"{'lat': 44.9035337, 'lng': -85.40699029999999}",4.6,71
6133,Shortway Brewing Company,Shortway Brewing Company,"{'lat': 34.7911591, 'lng': -76.8593178}",4.8,112
6134,Shotwell Run Brewing Company,Shotwell Run Brewing Company,"{'lat': 38.4896611, 'lng': -78.2825742}",5,14
6135,Shoug Brewing Company,N/A,N/A,N/A,N/A
6136,Show Me Brewing,Show-Me Brewing,"{'lat': 37.1891187, 'lng': -93.25890369999999}",4.9,76
